9	12	Mont	Name_fish	Data	Duration_70_20	Duration_50_20	Duration_30_20
43	432	432b	P0891	Fish_Cerrado_MS3	20	20	20
43	431	431c	P0895	Fish_Cerrado_MS3	20	20	20
43	434	434a	P0896	Fish_Cerrado_MS3	20	20	20
43	434	434c	P0897	Fish_Cerrado_MS3	20	20	20
44	442	442b	P0903	Fish_Cerrado_MS3	20	20	20
43	431	431b	P0904	Fish_Cerrado_MS3	20	20	20
43	433	433a	P0905	Fish_Cerrado_MS3	20	20	20
56	562	562b	P0907	Fish_Cerrado_MS4	15	20	20
56	561	561a	P0908	Fish_Cerrado_MS4	15	20	20
56	561	561b	P0909	Fish_Cerrado_MS4	15	20	20
55	551	551a	P0919	Fish_Cerrado_MS4	15	20	20
60	602	602a	P0922	Fish_Cerrado_MS4	0	20	20
60	601	601a	P0923	Fish_Cerrado_MS4	0	20	20
49	491	491a	P0935	Fish_Cerrado_MS4	0	20	20
49	493	493a	P0937	Fish_Cerrado_MS4	0	20	20
49	492	492a	P0938	Fish_Cerrado_MS4	0	20	20
56	562	562a	P0941	Fish_Cerrado_MS4	15	20	20
55	552	552a	P0944	Fish_Cerrado_MS4	15	20	20
92	922	922d	P0951	Fish_Cerrado_MT	0	12	20
92	922	922b	P0953	Fish_Cerrado_MT	0	12	20
92	922	922e	P0955	Fish_Cerrado_MT	0	12	20
93	931	931a	P0970	Fish_Cerrado_MT	0	0	20
93	931	931b	P0971	Fish_Cerrado_MT	0	0	20
93	932	932a	P0972	Fish_Cerrado_MT	0	0	20
91	911	911a	P0974	Fish_Cerrado_MT	0	9	20
91	911	911b	P0975	Fish_Cerrado_MT	0	9	20
91	912	912a	P0978	Fish_Cerrado_MT	0	9	20
92	922	922a	P0979	Fish_Cerrado_MT	0	12	20
92	921	921a	P0981	Fish_Cerrado_MT	0	12	20
91	912	912b	P0982	Fish_Cerrado_MT	0	9	20
92	922	922c	P0983	Fish_Cerrado_MT	0	12	20
21	212	212a	P1089	Fish_MAtlantica_PR2	20	20	20
21	211	211b	P1110	Fish_MAtlantica_PR2	20	20	20
66	663	663b	P1186	Fish_MAtlantica_SP	20	20	20
66	663	663a	P1187	Fish_MAtlantica_SP	20	20	20
66	662	662b	P1188	Fish_MAtlantica_SP	20	20	20
66	662	662a	P1190	Fish_MAtlantica_SP	20	20	20
66	661	661a	P1191	Fish_MAtlantica_SP	20	20	20
67	673	673a	P1192	Fish_MAtlantica_SP	20	20	20
67	671	671	P1193	Fish_MAtlantica_SP	20	20	20
67	672	672b	P1194	Fish_MAtlantica_SP	20	20	20
67	672	672a	P1199	Fish_MAtlantica_SP	20	20	20
68	682	682b	P1200	Fish_MAtlantica_SP	20	20	20
68	682	682a	P1201	Fish_MAtlantica_SP	20	20	20
70	702	702a	P1203	Fish_MAtlantica_SP	20	20	20
70	701	701a	P1204	Fish_MAtlantica_SP	20	20	20
68	681	681a	P1206	Fish_MAtlantica_SP	20	20	20
69	694	694a	P1210	Fish_MAtlantica_SP	20	20	20
69	691	691a	P1211	Fish_MAtlantica_SP	20	20	20
69	693	693a	P1218	Fish_MAtlantica_SP	20	20	20
69	692	692a	P1219	Fish_MAtlantica_SP	20	20	20
73	732	732a	P1221	Fish_MAtlantica_SP	20	20	20
73	731	731a	P1222	Fish_MAtlantica_SP	20	20	20
71	711	711a	P1228	Fish_MAtlantica_SP	20	20	20
71	712	712a	P1230	Fish_MAtlantica_SP	20	20	20
71	712	712b	P1233	Fish_MAtlantica_SP	20	20	20
74	741	741a	P1242	Fish_MAtlantica_SP	20	20	20
74	742	742a	P1243	Fish_MAtlantica_SP	20	20	20
74	743	743a	P1244	Fish_MAtlantica_SP	20	20	20
75	753	753a	P1249	Fish_MAtlantica_SP	20	20	20
74	744	744a	P1250	Fish_MAtlantica_SP	20	20	20
75	751	751a	P1251	Fish_MAtlantica_SP	20	20	20
75	752	752b	P1252	Fish_MAtlantica_SP	20	20	20
75	752	752a	P1256	Fish_MAtlantica_SP	20	20	20
75	753	753b	P1257	Fish_MAtlantica_SP	20	20	20
75	754	754a	P1258	Fish_MAtlantica_SP	20	20	20
65	651	651a	P1261	Fish_MAtlantica_SP	20	20	20
65	651	651b	P1262	Fish_MAtlantica_SP	20	20	20
65	652	652a	P1263	Fish_MAtlantica_SP	20	20	20
63	632	632a	P1264	Fish_MAtlantica_SP	20	20	20
63	631	631a	P1265	Fish_MAtlantica_SP	20	20	20
63	633	633a	P1271	Fish_MAtlantica_SP	20	20	20
23	233	233a	P1289	Fish_MAtlantica_SP2	20	20	20
23	233	233b	P1292	Fish_MAtlantica_SP2	20	20	20
23	232	232a	P1294	Fish_MAtlantica_SP2	20	20	20
23	233	233c	P1295	Fish_MAtlantica_SP2	20	20	20
23	232	232c	P1297	Fish_MAtlantica_SP2	20	20	20
23	232	232b	P1298	Fish_MAtlantica_SP2	20	20	20
23	233	233d	P1299	Fish_MAtlantica_SP2	20	20	20
22	222	222c	P1303	Fish_MAtlantica_SP2	20	20	20
22	222	222b	P1304	Fish_MAtlantica_SP2	20	20	20
22	222	222d	P1307	Fish_MAtlantica_SP2	20	20	20
22	221	221b	P1311	Fish_MAtlantica_SP2	20	20	20
22	221	221a	P1312	Fish_MAtlantica_SP2	20	20	20
22	221	221d	P1313	Fish_MAtlantica_SP2	20	20	20
22	221	221e	P1314	Fish_MAtlantica_SP2	20	20	20
22	221	221c	P1317	Fish_MAtlantica_SP2	20	20	20
22	221	221l	P1319	Fish_MAtlantica_SP2	20	20	20
22	221	221h	P1320	Fish_MAtlantica_SP2	20	20	20
22	221	221i	P1321	Fish_MAtlantica_SP2	20	20	20
22	221	221f	P1322	Fish_MAtlantica_SP2	20	20	20
22	221	221g	P1323	Fish_MAtlantica_SP2	20	20	20
22	222	222a	P1324	Fish_MAtlantica_SP2	20	20	20
22	221	221k	P1325	Fish_MAtlantica_SP2	20	20	20
22	221	221j	P1326	Fish_MAtlantica_SP2	20	20	20
23	232	232g	P1343	Fish_MAtlantica_SP2	20	20	20
23	231	231a	P1346	Fish_MAtlantica_SP2	20	20	20
23	231	231b	P1347	Fish_MAtlantica_SP2	20	20	20
23	232	232f	P1348	Fish_MAtlantica_SP2	20	20	20
23	232	232h	P1349	Fish_MAtlantica_SP2	20	20	20
23	232	232i	P1350	Fish_MAtlantica_SP2	20	20	20
23	232	232d	P1351	Fish_MAtlantica_SP2	20	20	20
23	232	232e	P1352	Fish_MAtlantica_SP2	20	20	20
110	1101	1101a	P3224	Fish_Amazonia_MT	0	0	0
110	1102	1102a	P3225	Fish_Amazonia_MT	0	0	0
109	1092	1092e	P3237	Fish_Amazonia_MT	0	0	19
109	1092	1092d	P3238	Fish_Amazonia_MT	0	0	19
109	1092	1092b	P3239	Fish_Amazonia_MT	0	0	19
109	1092	1092a	P3240	Fish_Amazonia_MT	0	0	19
109	1092	1092c	P3241	Fish_Amazonia_MT	0	0	19
109	1091	1091a	P3242	Fish_Amazonia_MT	0	0	19
109	1091	1091b	P3245	Fish_Amazonia_MT	0	0	19
108	1082	1082b	P3246	Fish_Amazonia_MT	0	17	20
108	1083	1083a	P3247	Fish_Amazonia_MT	0	17	20
108	1082	1082a	P3248	Fish_Amazonia_MT	0	17	20
108	1081	1081a	P3249	Fish_Amazonia_MT	0	17	20
